battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scoped_accuracy,scoped_critical_hits,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,venom_mine_kills,weapon_accuracy,win_percentage
Reborn#11822,2285,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,19,0,0,0,0.37,1.0
Wawann#21238,3000,4993,540,0,0.17,9,5,0,11,0,5,0,1,0,1,0,4453,3,2,0,1,0,0,2,6,0,0,6,0.4,7,0,1,0,360,0,0,0,0.39,0.57
CerberusRoze#1618,2326,5088,1184,0,0.34,14,2,0,13,0,4,0,0,0,0,0,3804,0,0,0,0,0,0,7,5,0,0,4,0.51,9,0,1,0,300,0,0,0,0.34,1.0
Chig#21659,2739,3701,607,0,0.14,6,8,0,10,0,4,0,1,0,0,0,3094,1,0,0,1,0,0,1,12,0,0,2,0.5,2,0,0,0,300,0,0,4,0.21,0.31
KingSoEz#2378,3889,30277,3936,0,0.16,66,42,0,52,0,34,2,3,0,1,0,26223,7,3,1,3,0,0,11,42,0,0,34,0.49,42,0,6,0,2040,146,0,1,0.44,0.18
yukari#21835,2864,529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,59,0,0,0,0.26,0
drnkatkhanzo#1246,1967,22125,0,1,0.04,15,28,0,42,0,21,1,2,0,1,0,0,6,2,2,2,0,0,13,17,0,0,0,0.52,11,0,5,0,1680,0,0,2,0.5,0.56
TheGladiator#11527,3178,20029,1696,0,0.17,56,22,0,63,0,45,0,2,0,2,0,18196,6,2,3,1,1,0,18,21,0,0,22,0.51,33,0,15,0,1500,242,0,9,0.43,0.91
Timecry#1897,2988,24888,4010,0,0.17,45,30,0,65,0,41,2,3,0,0,0,20876,6,3,2,1,0,0,17,42,0,0,15,0.51,37,0,21,0,1980,207,0,1,0.35,0.23
M4DNESS4LIFE#2654,2323,8804,820,0,0.25,20,16,0,23,0,16,1,1,0,0,0,7953,3,1,1,1,1,0,4,27,0,0,6,0.45,19,0,7,0,780,62,0,2,0.37,0
cHa#21994,2519,64441,6676,2,0.19,142,67,0,155,0,107,5,7,0,2,0,57089,17,5,7,5,1,0,37,88,0,0,56,0.52,106,0,38,0,3600,371,5,8,0.37,0.31
Fate#1852,3144,70704,10185,0,0.14,134,99,0,134,0,92,5,7,0,2,0,58528,20,6,6,9,1,0,28,89,0,0,43,0.53,91,0,30,0,3600,289,5,8,0.39,0.27
UltimateYoda#2515,2043,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,4,0,0,0.12,0
Krul#21373,2227,76981,13209,2,0.17,127,74,0,174,0,113,4,8,0,4,0,62508,18,5,4,8,1,2,46,114,0,0,42,0.52,109,0,41,0,3600,359,3,9,0.42,0.54
javierbumer#2407,2591,32170,6337,0,0.11,57,39,0,50,0,31,3,4,0,1,0,25273,7,4,2,1,0,0,17,62,0,0,21,0.51,31,0,12,0,2400,181,6,6,0.37,0.25
GG4realz#1772,2605,34626,6193,0,0.22,67,28,0,82,0,57,2,4,0,2,0,27643,9,3,2,4,0,0,13,70,0,0,19,0.51,51,0,22,0,2220,116,2,4,0.36,0.47
Father#11402,2592,6644,549,0,0.13,15,3,0,17,0,10,0,1,0,1,0,6093,1,0,1,1,0,0,5,28,0,0,5,0.45,8,0,5,0,480,66,0,0,0.41,1.0
RushB#21681,2427,15938,5694,0,0.09,16,15,0,29,0,16,1,1,0,1,0,10142,3,2,0,1,0,0,11,58,0,0,5,0.52,9,0,3,0,1140,0,0,6,0.34,0.49
AndrewMohawk#21224,2281,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,25,0,0,0,0.33,1.0
KOREA#1464,4310,34902,4767,0,0.13,71,32,0,74,0,46,1,3,0,2,0,29708,7,3,2,2,0,0,23,27,0,0,35,0.47,33,0,13,0,2340,163,0,8,0.4,0.62
GhostDog#222452,3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Miryu#2481,1507,231758,41848,1,0.14,373,269,0,511,0,324,15,31,0,15,0,188428,59,24,12,23,0,0,137,118,0,1,191,0.51,262,0,121,0,18000,721,3,13,0.38,0.5
Hart#11732,2452,1318,0,0,0.5,6,2,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,3,0,1,0,120,0,0,1,0.19,0
r4zou#2266,2575,32018,5364,0,0.24,64,31,0,56,0,37,3,4,0,1,0,26174,10,2,5,4,0,0,13,50,0,0,22,0.54,53,0,18,0,2160,0,1,0,0.4,0.16
CobraVe7nom#1270,2545,83427,15902,1,0.14,129,48,0,174,0,126,2,7,0,5,0,65587,14,4,5,5,0,1,44,111,0,0,47,0.58,100,0,35,0,3600,1069,4,16,0.43,0.75
Hedgehog#22437,1803,4854,1266,0,0.03,2,6,0,6,0,2,0,1,0,1,0,3212,1,1,0,0,0,0,3,8,0,0,2,0.43,2,0,1,0,480,0,1,0,0.33,0.74
Taohuay#1798,3000,210,0,0,0,0,3,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,60,0,0,0,0.1,0
Drakekarh#1526,2193,11459,1809,0,0.1,14,16,0,19,0,12,2,2,0,0,0,9056,4,1,1,1,0,0,2,51,0,0,7,0.51,12,0,5,0,1020,0,2,3,0.31,0.01
Flugboi#1385,2617,8739,2366,0,0.11,10,11,0,16,0,12,1,1,0,0,0,6373,2,0,1,1,0,0,2,6,0,1,3,0.56,6,0,5,0,540,0,0,2,0.35,0.22
commando21#11813,2299,12393,2444,0,0.13,16,14,0,30,0,17,1,2,0,1,0,9828,3,1,1,2,0,0,8,10,0,0,14,0.52,11,0,8,0,1200,36,0,4,0.3,0.51
Dhilpickles6#1613,1845,8283,0,0,0.15,45,10,0,6,0,3,0,1,0,0,0,0,2,1,0,0,0,0,1,8,0,0,0,0.44,5,0,1,0,540,0,0,1,0.46,0.63
seagull#11305,2372,7314,1468,0,0.1,6,9,0,8,0,5,1,1,0,0,0,5844,2,0,1,1,0,0,4,1,0,0,1,0.47,6,0,2,0,660,0,0,0,0.36,0.16
Egg#2778,2741,6298,997,0,0.11,6,3,0,11,0,6,1,1,0,0,0,5300,2,1,0,1,0,0,4,3,0,0,4,0.47,5,0,0,0,420,0,0,4,0.33,0
Ribura#2236,2262,52812,6123,0,0.14,82,31,0,105,0,75,3,5,0,2,0,45213,13,4,7,2,0,0,20,22,0,1,32,0.53,66,0,29,0,3000,700,2,9,0.38,0.37
Forscher#11693,2852,617,132,0,0.25,1,2,0,1,0,1,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0.38,1,0,0,0,60,0,0,0,0.17,0
LazyTitan#263172,2603,66974,8521,1,0.17,134,49,0,149,0,95,1,6,0,4,0,57664,10,5,2,4,0,0,41,105,0,0,67,0.56,103,0,33,0,3600,339,2,3,0.47,0.74
Tongyy#1221,2960,20831,3670,0,0.1,38,22,0,53,0,26,2,2,0,0,0,14582,3,2,0,1,1,1,22,31,0,0,19,0.51,23,0,7,0,1800,83,0,10,0.33,0
fly#12639,1585,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,13,0,0,0,0.5,0
GUGUBEAR#1749,1846,1117736,236162,6,0.14,1433,880,0,2270,0,1512,61,113,3,49,0,872030,210,90,56,63,11,3,687,1213,0,0,906,0.56,1139,0,517,1,75600,5488,34,93,0.41,0.44
Axraez#2105,1840,2376,0,0,0.17,8,2,0,5,0,3,0,0,0,0,0,2376,1,0,1,0,0,0,0,0,0,1,0,0.45,0,0,1,0,120,0,0,0,0.2,0
Ramtin#11387,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Bavree#2424,3446,1895,194,0,0.1,3,3,0,1,0,1,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0.44,3,0,0,0,120,0,0,0,0.56,0.48
JamieDrie#1113,1957,16121,0,0,0.06,16,5,0,26,0,16,2,3,0,0,0,0,6,2,2,2,0,0,6,8,0,0,0,0.33,11,0,9,0,1380,0,7,4,0.26,0.18
megamegazorg#2725,1668,520,0,0,0.66,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2,0,2,0,21,0,0,0,0.6,1.0
Framer#21965,3302,4917,756,0,0.2,10,6,0,13,0,10,1,1,0,0,0,4161,3,1,0,2,1,0,1,16,0,0,1,0.57,7,0,7,0,300,91,0,1,0.28,0
Kinteros#21197,2713,3168,873,0,0.07,6,2,0,6,0,3,0,0,0,0,0,2295,1,0,0,0,0,0,3,1,0,0,4,0.5,1,0,1,0,180,0,0,1,0.35,0.67
VividAids#1898,3760,6448,930,0,0.17,19,8,0,10,0,5,1,1,0,0,0,5518,3,1,1,1,0,0,2,0,0,0,1,0.37,8,0,2,0,600,0,0,1,0.31,0.31
Cire#11311,2655,1226,240,0,0.05,1,2,0,4,0,3,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0.81,1,0,0,0,60,0,0,0,0.67,0
Shllum#1896,3382,1751,263,0,0.27,3,1,0,3,0,3,0,0,0,0,0,1488,1,0,1,0,0,0,0,0,0,0,0,0.6,3,0,1,0,60,0,0,0,0.57,0
Yoshi#1218,2490,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,24,0,0,0,0.2,0
Vamperage#1807,2378,1783,276,0,0.33,5,2,0,7,0,3,0,0,0,0,0,1507,1,0,1,0,0,0,3,3,0,0,4,0.42,4,0,2,0,120,2,0,0,0.29,0.45
OfficerBoss#1740,2514,1215,0,0,0.26,4,2,0,5,0,5,0,0,0,0,0,1215,2,0,1,0,0,0,1,0,0,0,2,0.31,4,0,1,0,120,0,0,2,0.18,0
JimmyChanga#11135,2261,1582,0,0,0.1,2,2,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.33,2,0,2,0,120,0,0,0,0.28,0
PR3DZONATOR#1862,1700,32963,3943,0,0.16,70,45,0,75,0,44,3,4,0,1,0,28645,8,5,1,2,0,0,16,60,0,0,21,0.5,47,0,25,0,2760,417,1,1,0.42,0.21
SkyWalker#12331,1360,3852,757,0,0.02,1,9,0,6,0,5,1,1,0,0,0,3094,2,0,0,1,0,0,2,1,0,0,1,0.58,1,0,1,0,300,0,0,0,0.39,0
ScruB#21385,3481,49561,5601,0,0.17,89,49,0,129,0,85,1,6,0,5,0,43472,10,5,3,2,2,0,31,80,0,0,52,0.45,66,0,26,0,3600,278,1,12,0.37,0.81
notjustme#1143,2224,14602,1760,0,0.18,29,15,0,33,0,24,1,2,0,1,0,12605,5,1,1,2,0,0,12,15,0,0,9,0.41,20,0,13,0,1260,0,1,2,0.36,0.65
jolan#2707,2669,73372,10435,0,0.15,114,107,0,154,0,90,5,8,0,3,0,62003,19,10,3,6,0,0,36,57,0,0,42,0.46,92,0,39,0,3600,255,0,9,0.34,0.39
ChrillMeistr#2498,3160,22367,4358,0,0.22,47,33,0,39,0,26,2,3,0,1,0,17901,6,2,1,4,0,0,10,43,0,0,6,0.49,32,0,12,0,1740,162,0,4,0.37,0.27
her0#11597,1145,985,622,0,0.08,1,1,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,60,0,0,0,0.22,0
owenis3#1923,1900,14082,974,0,0.08,21,17,0,38,0,20,1,3,0,2,0,13016,5,2,1,2,1,1,9,10,0,0,11,0.38,13,0,7,0,1500,22,0,0,0.3,0.71
Skrambo#1472,2289,75257,8868,5,0.17,164,51,0,212,0,146,1,7,0,6,0,64222,18,5,7,5,0,1,55,87,0,1,58,0.61,127,0,68,0,3600,1142,12,16,0.47,0.86
DrShepherd#2302,2307,36883,4290,0,0.22,78,36,0,104,0,74,2,5,0,3,0,32352,10,4,1,5,0,1,41,25,0,0,40,0.51,65,0,30,0,2760,456,0,1,0.37,0.6
PaBaGame#1635,2546,6312,230,0,0.17,9,4,0,13,0,8,0,0,0,0,0,6081,1,0,1,0,0,0,5,0,0,0,2,0.56,9,0,4,0,300,38,0,1,0.54,0.63
pepedemo#1111,2351,11736,3200,0,0.09,9,6,0,17,0,10,1,1,0,1,0,8236,3,1,0,2,0,0,6,0,0,0,3,0.54,7,0,3,0,600,0,1,1,0.46,0.38
MadMonkey711#1173,2888,39320,7864,0,0.15,65,49,0,95,0,55,2,5,0,3,0,30330,11,4,2,5,1,0,20,84,0,0,22,0.42,50,0,24,0,3300,181,3,5,0.32,0.64
GODsue#31982,2421,15792,1460,0,0.12,22,17,0,35,0,28,2,2,0,1,0,13067,5,1,1,3,0,0,4,17,0,0,4,0.45,22,0,8,0,1440,132,5,0,0.46,0.23
Land#1742,2076,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,17,0,0,0,1.0,1.0
Barney#1504,1436,470,0,0,0.16,1,2,0,1,0,1,0,0,0,0,0,470,0,0,0,0,0,0,0,3,0,0,0,0.46,1,0,1,0,60,0,0,0,0.46,0
Powerhorder#11610,2086,20722,2169,0,0.13,46,25,0,54,0,38,1,3,0,2,0,18251,3,0,1,2,1,0,10,5,0,0,25,0.51,26,0,16,0,1920,69,1,2,0.46,0.7
Brianjwma#1880,1833,4265,958,0,0.03,2,6,0,19,0,13,0,1,0,0,0,3307,2,0,1,1,0,0,4,7,0,0,5,0.64,2,0,6,0,300,98,0,0,0.39,0.12
Logfun#2151,2144,392,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0.22,1,0,0,0,52,0,0,0,0.22,0
RedMonkey151#1956,2729,6461,1948,0,0.15,7,4,0,16,0,10,1,1,0,0,0,4513,1,0,0,0,0,0,7,36,0,0,2,0.4,6,0,6,0,480,0,0,0,0.28,0.34
Encross#11130,2656,27564,3291,0,0.12,49,27,0,73,0,44,1,3,0,1,0,23782,8,3,2,3,0,0,26,6,0,0,28,0.57,34,0,15,0,1920,245,4,13,0.45,0.48
FrostyDog#137990,2227,905,104,0,0.08,3,1,0,1,0,1,0,0,0,0,0,801,0,0,0,0,0,0,0,3,0,0,0,0.33,0,0,0,0,60,0,0,0,0.32,1.0
ButtaLaPasta#21569,2885,2072,321,0,0.22,4,3,0,10,0,6,0,0,0,0,0,1750,1,0,0,0,0,0,5,11,0,1,5,0.35,4,0,1,0,240,57,0,1,0.24,0
wildcat#22645,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zelda#11587,2828,38417,5059,1,0.28,75,53,0,96,0,85,2,5,0,3,0,32918,10,5,2,3,1,0,23,46,0,0,34,0.45,75,0,32,0,3600,265,3,0,0.39,0.56
Skallioni#2508,2900,8320,939,0,0.14,26,5,0,22,0,14,0,1,0,1,0,7273,2,1,0,0,1,0,6,33,0,1,9,0.56,12,0,2,0,780,11,0,4,0.4,0.53
Mackenzii#1789,3655,34104,5965,0,0.18,60,28,0,66,0,42,2,4,0,1,0,28022,8,3,3,2,1,0,24,24,0,0,21,0.57,48,0,12,0,2340,120,0,12,0.48,0.43
Skylom#1938,2291,10213,0,0,0.09,12,14,0,14,0,8,1,2,0,0,0,0,2,1,0,1,0,0,2,4,0,0,0,0.39,6,0,6,0,900,0,1,0,0.34,0.29
Chinchilla#11686,2500,8893,1397,0,0.12,14,6,0,22,0,15,1,1,0,0,0,7464,1,0,0,0,0,0,9,3,0,0,5,0.42,12,0,1,0,600,0,0,1,0.32,0.28
CurvE#31609,2244,9416,1131,0,0.3,21,11,0,27,0,21,1,1,0,0,0,7984,2,0,2,0,0,0,7,29,0,0,1,0.49,20,0,9,0,660,5,1,2,0.42,0.14
Cobra#1326,2091,7731,2622,0,0.17,10,5,0,17,0,14,0,1,0,1,0,4819,1,0,0,0,0,0,4,24,0,0,5,0.6,10,0,5,0,480,0,5,0,0.49,1.0
ycarlos7#1175,3021,7595,3253,0,0.08,6,7,0,6,0,3,1,1,0,0,0,4341,1,0,0,1,0,0,2,0,0,0,2,0.52,2,0,0,0,540,0,1,1,0.43,0
RaytheHobbit#1252,2431,669,0,0,0.2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,60,0,0,0,0.33,0
Mankey#11171,2680,6826,1615,0,0.14,9,12,0,10,0,8,1,1,0,0,0,5211,2,1,0,1,0,0,2,0,0,0,2,0.53,8,0,4,0,540,0,0,0,0.38,0.05
Sensei#11262,2617,28341,7867,0,0.19,46,31,0,52,0,35,2,4,0,2,0,20356,7,3,1,3,0,0,14,49,0,0,13,0.47,37,0,12,0,2340,42,0,6,0.32,0.44
Origination#1599,2739,2837,1036,0,0.11,2,1,0,5,0,3,0,0,0,0,0,1576,0,0,0,0,0,0,3,0,0,0,3,0.5,2,0,1,0,300,0,1,1,0.36,0
Joker#19412,2553,3149,360,0,0.18,4,1,0,6,0,3,0,0,0,0,0,2789,1,0,0,0,0,0,3,0,0,0,0,0.54,4,0,0,0,120,0,0,0,0.44,0.36
Christaba#1741,1806,963,120,0,0.21,3,5,0,1,0,1,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0.45,2,0,1,0,180,0,0,0,0.17,0
Merv#11207,3048,38785,8032,3,0.17,75,13,0,104,0,69,0,3,0,3,0,30675,9,2,7,0,0,1,36,108,0,0,28,0.56,60,0,14,0,1800,527,1,3,0.45,1.0
shoobiedog#1144,2265,28495,3081,1,0.16,58,31,0,75,0,54,2,4,0,3,0,24942,10,2,6,3,0,1,22,55,0,0,23,0.52,33,0,13,0,2340,317,0,1,0.48,0.61
DeadlyPants#116525,2698,26164,4223,0,0.08,34,34,0,48,0,29,3,3,0,1,0,21600,6,2,2,2,1,0,9,29,0,0,16,0.47,15,0,13,0,2400,0,0,7,0.29,0.16
Sora#22456,3321,9006,2938,0,0.13,11,3,0,17,0,12,0,0,0,0,0,5946,1,0,0,0,0,1,6,34,0,1,8,0.5,8,0,5,0,420,185,0,2,0.46,1.0
fly#12639,1585,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,13,0,0,0,0.5,0
Kozmyk#1629,2392,42488,9352,0,0.11,61,36,0,65,0,46,3,5,0,2,0,32762,10,2,4,4,0,0,15,13,0,0,20,0.57,39,0,17,0,3120,70,5,11,0.35,0.38
Cyou#21151,2838,2039,1630,0,0,0,5,0,1,0,1,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,240,0,0,0,0.13,0.0
BlueCow#2807,2788,35870,8779,0,0.15,51,53,0,69,0,40,2,4,0,2,0,26464,12,5,3,4,0,0,24,112,0,0,30,0.5,46,0,9,0,3120,134,3,5,0.39,0.52
Linduri#2141,1954,4933,675,0,0.11,9,6,0,5,0,4,0,0,0,0,0,4258,1,1,0,1,0,0,3,3,0,0,1,0.6,5,0,2,0,300,0,0,1,0.55,0
DV8#11592,2800,1455,778,0,0.1,1,0,0,3,0,1,0,0,0,0,0,677,1,0,0,0,0,0,2,2,0,0,0,0.65,1,0,1,0,60,0,0,0,0.23,1.0
AztecSamurai#1552,3174,19853,2423,0,0.15,52,34,0,45,0,28,2,2,0,1,0,17278,6,2,3,2,0,0,19,16,0,0,11,0.5,27,0,7,0,1740,23,1,0,0.43,0.24
Viz#11686,3298,99761,10070,1,0.2,184,91,0,245,0,172,4,9,0,4,0,88506,22,6,8,8,0,0,66,119,0,0,93,0.45,172,0,66,0,7200,1263,0,8,0.39,0.48
Rushhourz#2606,2604,27380,4352,0,0.12,36,20,0,57,0,37,2,3,0,1,0,22927,5,2,1,2,0,0,17,63,0,0,20,0.48,27,0,14,0,2040,108,0,4,0.38,0.19
ReesezPieces#1140,3144,3536,1402,0,0.07,2,5,0,3,0,1,0,0,0,0,0,2122,0,0,0,0,0,0,1,2,0,0,0,0.77,1,0,0,0,180,0,0,0,0.4,0.31
derCoon#2109,2705,91641,17143,2,0.14,131,86,0,192,0,117,4,8,0,5,0,74134,19,6,5,8,0,0,61,86,0,0,78,0.51,107,0,39,0,3600,334,0,13,0.38,0.54
mikler#21880,2906,12142,1920,0,0.1,14,16,0,26,0,14,1,2,0,1,0,10038,5,1,2,1,0,0,8,27,0,0,5,0.51,10,0,4,0,900,56,2,1,0.43,0.64
Kliixter#1227,1953,483,0,0,0,0,3,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,60,0,0,0,0.2,0
TerribleNess#11333,3141,3457,720,0,0.21,6,8,0,9,0,6,0,0,0,0,0,2737,1,1,0,0,0,0,6,45,0,0,1,0.38,5,0,1,0,420,0,0,0,0.31,0
yadnitsua#1119,2336,244,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,36,0,0,0,0.5,1.0
Bungus#21418,2841,32736,8054,0,0.14,32,18,0,58,0,27,2,4,0,2,0,24096,8,3,1,4,0,0,15,37,0,0,16,0.46,29,0,11,0,2160,0,0,12,0.32,0.44
Hanzomain#2143,2725,17422,1491,0,0.2,38,21,0,31,0,21,2,2,0,1,0,15810,4,2,1,1,0,0,10,3,0,0,9,0.49,34,0,10,0,1500,0,0,1,0.39,0.28
Chaxx#2103,2088,34497,7236,1,0.17,75,28,0,62,0,47,2,4,0,2,0,27185,6,1,2,3,2,0,9,13,0,0,28,0.48,51,0,20,0,2400,246,0,6,0.31,0.46
RegalCashew0#1400,2756,85734,14359,1,0.16,175,56,0,221,0,148,5,10,0,5,0,70888,20,10,7,4,0,1,67,336,0,0,76,0.46,129,0,48,0,3600,952,2,18,0.38,0.51
dispelyr#1891,2629,160899,15403,1,0.17,272,256,0,471,0,309,14,25,1,10,0,143521,39,19,10,11,1,0,127,271,0,0,155,0.42,243,0,114,0,14400,1146,5,27,0.37,0.42
drego#2884,2574,1375,0,0,0.2,2,5,0,2,0,2,0,0,0,0,0,1375,1,0,0,0,0,0,1,2,0,0,0,0.32,2,0,1,0,180,0,0,0,0.28,0
IceFrog#2345,2212,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,32,0,0,0,0,0
Guessin#1124,2389,17422,3162,0,0.11,16,22,0,28,0,17,1,2,0,2,0,12661,2,1,0,0,0,0,4,0,0,0,12,0.5,14,0,6,0,1320,0,3,2,0.31,0.66
Indigo#1997,940,12338,1349,0,0.11,19,18,0,34,0,25,2,2,0,0,0,10959,3,1,1,1,0,0,14,39,0,0,11,0.51,12,0,6,0,1200,18,0,5,0.31,0
Bangdot#1751,1878,43052,6172,0,0.18,62,53,0,114,0,80,4,7,0,3,0,36126,14,4,5,5,0,1,33,70,0,0,44,0.51,59,0,35,0,3600,434,5,1,0.44,0.38
H00D1EN1NJA#1663,1954,5025,0,0,0.13,10,6,0,13,0,8,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0.46,7,0,4,0,420,0,0,2,0.34,0
Nyizo#2857,2413,83270,9635,0,0.1,138,62,0,195,0,108,2,8,1,5,0,73139,22,10,5,7,3,0,54,213,0,0,82,0.5,74,0,33,0,3600,540,0,21,0.34,0.71
Doug#12842,3612,939,148,0,0,0,1,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,60,0,0,0,0.4,0
Patachouwww#2974,2527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
FRAGZ#11308,2141,4973,957,0,0.1,10,9,0,13,0,8,1,1,0,0,0,4003,3,0,2,1,1,0,7,27,0,0,0,0.44,2,0,2,0,540,0,0,0,0.4,0.45
ShadowAce#11767,1790,599677,86023,17,0.19,1080,624,0,1353,0,1003,41,74,0,33,0,505115,154,52,47,55,15,2,380,832,0,0,351,0.51,887,0,411,1,43200,4951,30,60,0.43,0.44
Nothing#41437,2741,908,120,0,0,0,1,0,2,0,1,0,0,0,0,0,788,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,60,0,0,0,0.38,0
Andrew#24939,2437,14103,1762,0,0.12,20,27,0,32,0,15,1,3,0,2,0,11993,5,3,0,1,0,0,10,23,0,0,14,0.34,13,0,6,0,1560,19,0,3,0.3,0.59
Strika#11326,2414,132582,23793,1,0.1,151,105,0,260,0,151,8,16,1,7,0,104859,27,14,5,8,2,1,74,170,0,0,120,0.58,108,0,44,0,7200,261,10,11,0.43,0.43
Ethanholle#2783,2261,19050,3028,0,0.1,26,20,0,37,0,21,2,2,0,0,0,15820,4,2,1,1,0,0,10,13,0,1,11,0.55,14,0,5,0,1500,19,1,4,0.49,0.14
Davearis#1374,2870,9460,802,0,0.09,9,11,0,15,0,12,1,1,0,0,0,8542,3,2,1,1,0,0,2,28,0,0,0,0.36,8,0,5,0,900,0,0,1,0.25,0.13
Spanish777#2377,727,37168,8498,0,0.05,63,57,0,68,0,31,5,8,0,2,0,27957,8,5,0,3,0,0,16,115,0,0,28,0.43,19,0,11,0,3600,0,6,17,0.3,0.27
chjeco#2994,3116,10599,288,0,0.1,12,8,0,22,0,13,0,1,0,0,0,10195,1,0,0,1,0,0,2,22,0,0,10,0.54,9,0,4,0,600,123,0,3,0.45,0.38
Genji#17439,1891,139375,0,0,0.14,238,174,0,361,0,254,13,20,0,7,0,0,29,11,6,12,2,1,106,197,0,0,0,0.48,195,0,105,0,10800,475,0,24,0.41,0.36
Injustice2#1316,3000,628,0,0,0.28,6,3,0,1,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,120,0,0,1,0.21,0
getmemed#1407,2704,54257,10847,1,0.16,91,46,0,92,0,60,4,7,2,1,0,42782,7,2,2,3,0,0,32,96,0,0,44,0.63,67,0,19,0,3120,422,4,1,0.52,0.23
Anarchy#22864,2735,50015,6386,0,0.15,67,68,0,91,0,48,6,7,0,1,0,42228,14,5,3,6,0,0,33,43,0,0,32,0.37,58,0,17,0,3600,19,1,12,0.34,0.1
Rexsaurs#1916,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0
Try2Realize#2445,2673,976,120,0,0.6,3,2,0,3,0,3,0,0,0,0,0,856,1,0,0,0,0,0,2,0,0,0,0,0.4,3,0,3,0,60,0,0,0,0.31,0.3
NoahJ456#1401,2900,1728,0,0,0.06,2,3,0,5,0,2,0,0,0,0,0,1728,1,0,0,0,0,0,1,3,0,0,2,0.29,0,0,1,0,120,0,0,0,0.33,0
