battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_reflected,deaths,defensive_assists,dragonblade_kills,dragonblades,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Kepler#11996,1857,53479,10915,0,0.08,71,9357,53,0,22,22,104,0,57,3,4,0,1,0,41920,13,4,4,5,5,0,39,348,0,0,0,0,12,0,3240,398,0,0.26,0.25
FURY#31184,3440,136857,21606,5,0.09,234,29041,119,0,45,52,292,1,145,5,13,1,7,0,111699,26,7,10,10,10,2,76,574,0,0,0,0,36,0,7200,501,5,0.29,0.57
Drnc#21412,3739,46186,9891,1,0.1,86,9696,27,0,18,16,100,0,56,2,4,1,1,0,35625,6,0,2,4,3,2,28,128,0,0,0,0,10,1,2460,300,1,0.3,0.33
Erwan#21119,1440,1569,858,0,0,0,675,4,0,0,0,3,0,0,0,0,0,0,0,711,1,0,0,1,0,0,1,8,0,0,0,0,0,0,120,0,0,0.18,0
Mournflakes#1238,3674,1509,417,0,0.15,5,325,2,0,0,1,0,0,0,0,0,0,0,0,1091,2,1,0,0,0,0,0,7,0,0,0,0,0,0,60,0,0,0.24,0
ThePCgamer#11686,3374,17623,1051,1,0.1,30,2922,7,0,18,9,37,0,24,0,1,0,1,0,16571,2,1,1,1,1,2,1,22,0,0,0,0,2,0,780,145,0,0.38,0.67
MagicKnife#2208,2347,612,0,0,0.11,2,0,1,0,0,0,1,0,1,0,0,0,0,0,612,0,0,0,0,0,0,0,4,0,1,0,0,0,0,26,0,0,0.36,0
Erbox#2306,2325,29779,8378,0,0.08,36,6591,23,0,16,12,58,0,31,1,3,0,1,0,20258,5,1,2,2,1,1,22,238,0,0,0,0,13,1,1860,149,10,0.31,0.53
MadLad#2271,2172,372,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,17,0,0,0,0,0,0,58,0,0,0.08,0
LazyTitan#116814,1611,9194,0,0,0.06,17,1469,8,0,2,3,25,0,13,0,2,0,2,0,0,3,1,0,2,1,0,7,45,0,0,0,0,4,0,840,20,0,0.23,0.9
GGZer0Spark#2184,2297,41790,14266,1,0.08,50,6573,25,0,25,15,106,0,48,3,4,0,1,0,26918,12,5,2,4,3,3,30,340,0,0,0,0,5,0,2580,203,5,0.19,0.36
Vertexity#1882,3727,32040,6013,0,0.11,61,4350,35,0,19,12,60,0,31,0,2,0,2,0,25889,5,1,2,2,0,0,9,146,0,1,0,0,5,0,1680,184,0,0.37,0.77
B2theuurman#2403,3208,23027,5491,1,0.08,32,5681,22,0,10,9,49,0,31,1,2,0,1,0,17172,8,2,4,2,0,1,10,105,0,0,0,0,8,0,1440,206,0,0.28,0.57
Vengeance#11903,2886,345388,86170,12,0.11,677,68167,239,0,129,101,672,0,422,11,23,0,11,0,253870,61,13,30,17,14,5,229,1521,0,0,0,1,105,0,14400,2443,19,0.32,0.5
Nades#11624,4244,502264,114825,6,0.1,842,63630,364,0,216,182,978,1,526,15,35,0,20,0,381918,106,40,29,37,44,13,347,3165,0,0,0,0,68,0,25200,3463,22,0.3,0.56
THUD#11564,3001,1697,218,0,0.11,4,354,3,0,1,1,3,0,3,1,1,0,0,0,1279,2,1,1,1,0,0,1,1,0,0,0,0,1,0,180,0,0,0.26,0
Saint#22885,1312,20898,3021,0,0.03,16,3947,22,0,6,6,43,0,23,1,2,0,1,0,13869,2,0,0,2,2,0,12,164,0,1,0,0,3,0,1380,38,4,0.4,0.48
AHappyLemon#2167,3070,1501,0,0,0.26,7,196,4,0,0,1,1,0,1,0,0,0,0,0,1501,1,0,0,0,0,0,0,9,0,0,0,0,1,0,120,0,0,0.22,1.0
Chartaro#2261,2566,184474,45506,5,0.1,286,38585,119,0,92,68,366,0,188,9,13,0,5,0,135975,37,15,13,8,21,3,132,1124,0,0,0,0,25,0,7200,1288,1,0.27,0.35
Scorpio#12943,1366,124828,24380,4,0.1,221,25892,98,0,41,45,273,0,156,8,13,0,5,0,96112,32,9,13,10,18,2,93,898,0,0,0,0,59,0,7200,900,10,0.31,0.36
WhaleTrail#11172,2410,29130,6694,0,0.09,54,5492,37,0,9,10,59,0,31,2,3,0,1,0,19952,6,2,1,2,1,1,24,128,0,0,0,0,7,0,2400,91,12,0.31,0.18
CaptainIman#1662,2741,5839,1032,0,0.06,6,1757,6,0,3,3,18,0,3,0,1,0,1,0,4679,0,0,0,0,0,1,5,45,0,0,0,0,1,0,420,12,0,0.31,0.98
Hadez#2954,3354,3944,712,0,0.16,12,739,7,0,2,1,8,0,3,0,0,0,0,0,3232,1,0,0,0,0,0,1,10,0,1,0,0,0,0,360,0,0,0.22,1.0
loaf#21153,2586,20625,4518,0,0.09,31,2976,35,0,7,9,37,0,23,3,3,0,0,0,16077,3,2,1,0,0,0,9,171,0,0,0,0,6,0,1920,0,0,0.24,0.11
edudu#21254,2611,5636,1105,0,0.06,7,823,4,0,3,3,13,0,7,0,1,0,1,0,4456,2,1,0,1,0,0,7,66,0,1,0,0,0,0,480,18,0,0.26,0.83
GreekGodX12#2931,2174,121356,26733,2,0.11,244,19156,120,0,46,49,245,0,131,6,12,0,6,0,92715,34,13,9,11,6,1,82,644,0,0,0,0,27,0,7200,649,15,0.25,0.49
Gethyped#1504,2250,84304,15572,2,0.08,120,18797,77,0,40,39,191,0,90,3,6,0,4,0,66429,17,6,5,5,10,2,90,972,0,0,0,0,17,0,3600,830,1,0.3,0.57
SpongeJelly#1745,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1.0
Scorpio594#1350,2548,10800,4398,0,0.03,9,2437,13,0,2,4,15,0,5,1,1,0,0,0,6374,3,1,1,1,0,0,5,53,0,0,0,0,0,0,720,0,0,0.36,0.21
Thazerr#2531,1765,19944,0,0,0.11,50,6069,27,0,6,7,31,0,19,3,4,0,1,0,0,11,5,2,4,0,0,8,204,0,0,0,0,8,1,1800,0,5,0.28,0.2
Black#14343,2710,13543,2320,0,0.1,23,2825,15,0,5,5,27,0,14,1,1,0,0,0,10545,2,1,1,1,0,0,9,50,0,0,0,0,2,0,840,9,2,0.38,0.48
Nescio#1536,3502,16248,2527,1,0.07,23,2604,15,0,9,7,35,0,19,0,1,0,1,0,13649,3,3,1,0,1,1,11,60,0,1,0,0,4,0,960,186,0,0.35,0.73
Tanmanrules#11124,3248,5085,832,0,0.07,8,1125,6,0,4,3,5,0,3,1,1,0,0,0,4253,2,2,0,0,0,0,1,20,0,0,0,0,0,0,360,19,0,0.27,0
darksnakey#1619,2362,67100,11589,0,0.11,144,10436,99,0,28,30,115,0,67,6,7,1,0,0,54353,9,4,2,4,1,2,30,262,0,0,0,0,14,0,3600,168,8,0.35,0.06
Kuro#22952,2144,426,140,0,0,0,178,2,0,0,0,1,0,1,0,0,0,0,0,286,0,0,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,0.19,0
eriksson#2739,2995,11052,3808,0,0.06,13,1647,14,0,0,4,18,0,7,1,1,0,0,0,7188,1,1,0,0,0,0,7,60,0,0,0,0,2,0,720,0,0,0.29,0.15
fischer#2188,4635,130488,27472,2,0.1,213,19695,68,0,79,52,291,0,165,3,9,0,5,0,102108,26,8,10,8,5,9,76,554,0,0,0,0,31,0,3600,1473,0,0.31,0.63
dhdydb#2184,2961,274272,57617,5,0.1,502,57876,241,0,116,110,563,0,292,12,22,1,9,0,213645,60,17,20,23,12,5,190,1643,0,0,0,0,54,0,14400,1588,9,0.37,0.42
LemonPie#11595,2159,41123,12807,1,0.07,64,7041,33,0,14,14,68,0,34,2,4,0,2,0,27747,11,3,2,6,2,0,25,266,0,0,0,0,3,0,2100,269,3,0.34,0.44
SkidFlashys#1681,2086,376763,79764,5,0.08,572,70227,351,0,163,139,755,0,398,20,36,0,16,0,288783,96,34,22,39,25,6,335,4161,0,1,0,0,73,0,21600,2155,18,0.32,0.44
Jumboberen#2319,1892,678159,0,7,0.05,824,141857,552,0,238,244,1116,0,472,29,53,4,20,0,0,151,59,39,53,1,12,483,5519,0,0,0,1,110,6,39600,1943,59,0.28,0.37
Aviatrex#1336,3126,1829161,459591,53,0.1,2902,331224,1194,0,796,618,3949,1,1948,66,145,2,78,0,1349477,398,109,141,148,195,57,1398,12154,0,0,0,0,364,2,100800,12128,63,0.26,0.54
TacoBoy#2867,2646,17863,3795,0,0.05,17,2180,8,0,8,6,44,0,19,0,1,0,1,0,13654,1,1,0,1,2,1,27,208,0,0,0,0,0,0,780,80,4,0.32,0.72
Sujiero#1377,2359,71012,16894,1,0.11,133,16011,42,0,33,20,157,0,70,3,5,0,2,0,51788,15,6,4,5,2,3,66,589,0,1,0,0,11,0,3600,910,4,0.32,0.41
SKRRSKRR#1878,4559,891902,189066,21,0.11,1716,127483,592,0,391,303,1611,0,864,26,56,0,30,0,689422,160,50,71,39,57,23,470,3289,0,0,0,0,135,0,39600,6680,11,0.34,0.53
sagit#2334,2255,60559,9065,1,0.08,102,10543,75,0,27,24,112,0,49,4,8,0,3,0,49451,9,7,0,1,3,1,34,276,0,1,0,1,17,0,3600,48,6,0.27,0.43
NowaruIsWife#1502,2739,119951,26413,1,0.1,189,23502,125,0,53,45,234,0,116,3,9,0,6,0,91070,26,10,5,12,13,3,109,1086,0,1,0,0,22,0,3600,1028,9,0.39,0.69
alberto1269#1990,3799,18477,4860,0,0.09,29,2777,19,0,4,7,30,0,10,1,2,0,1,0,13514,3,2,0,0,0,1,20,208,0,0,0,0,0,0,1200,3,0,0.25,0.35
RiftGod#11334,2624,932,0,0,0.14,4,0,3,0,0,0,1,0,0,0,0,0,0,0,848,0,0,0,0,0,0,1,12,0,0,0,0,0,0,120,0,0,0.29,0
Stefano#12357,2176,2165,592,0,0,0,335,2,0,0,1,1,0,0,0,0,0,0,0,1573,1,1,0,0,0,0,0,18,0,0,0,0,0,0,60,0,0,0.57,0
nox#23934,1563,97316,24127,1,0.08,129,24358,99,0,43,39,214,0,103,4,11,1,6,0,70898,21,7,5,9,2,1,86,989,0,1,0,0,28,0,7200,361,16,0.26,0.63
AtomicFire#2116,2238,134,28,0,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.22,0
Sixth#1661,2516,15926,3675,0,0.08,25,4406,21,0,4,5,25,1,17,1,2,0,0,0,12223,4,2,1,1,2,0,7,82,0,0,0,0,8,0,1320,19,0,0.28,0.07
Morgan#12852,1505,373538,110397,5,0.09,584,61781,327,0,130,116,665,0,345,23,36,1,12,0,255710,101,44,24,33,20,2,273,3058,0,0,0,0,94,1,21600,1382,22,0.27,0.33
xFuse#2599,2280,2121,554,0,0.21,10,483,3,0,0,1,0,0,0,1,1,0,0,0,1564,2,0,1,1,0,0,0,4,0,0,0,0,0,0,180,0,3,0.3,0
Rhap5ody#1137,2550,11989,3006,0,0.09,16,2420,15,0,5,5,16,0,8,1,1,0,0,0,8883,6,3,2,1,0,0,5,60,0,0,0,0,3,0,720,137,0,0.26,0
thehammer#21930,1082,83316,17635,2,0.07,104,20685,77,0,36,36,192,0,86,4,8,0,4,0,64791,19,6,5,8,8,2,56,571,0,0,0,0,31,0,3600,557,1,0.25,0.49
RemBestGirl#1839,3266,125913,29762,1,0.06,180,27815,128,0,56,47,237,0,123,7,11,0,4,0,93507,27,12,6,9,12,6,77,726,0,0,0,1,19,2,7200,442,12,0.36,0.36
legiz#2655,2679,2780,794,0,0.06,4,240,7,0,0,1,5,0,1,0,0,0,0,0,1984,1,1,0,0,0,0,0,2,0,0,0,0,0,0,240,0,2,0.28,0
DoubleHero#21645,2306,42391,7842,0,0.09,68,11163,44,0,20,17,94,0,40,4,6,0,2,0,33107,16,7,4,5,0,1,31,358,0,0,0,0,9,0,3420,41,3,0.27,0.3
Voidex#11306,2949,228766,57006,11,0.08,304,48373,159,0,104,83,442,0,228,8,16,0,8,0,167642,46,15,23,9,0,4,198,1475,0,0,0,0,39,0,10800,1571,8,0.32,0.49
JayCie#1454,3833,44569,10229,0,0.07,58,9010,53,0,15,19,89,0,47,2,4,0,2,0,34076,14,6,4,4,2,2,27,303,0,0,0,0,8,0,3060,204,0,0.29,0.42
Yoshuka#1550,48,8978,0,0,0.05,11,1265,8,0,4,0,23,0,9,0,2,0,1,0,0,3,1,0,1,0,0,11,78,0,0,0,0,4,0,900,55,0,0.23,0.46
LunaticBlack#1920,2535,153999,28954,6,0.08,211,30946,100,0,82,58,294,0,160,5,11,1,5,0,121594,33,5,21,7,8,2,117,1003,0,1,0,0,40,0,7200,1612,5,0.34,0.54
DJL#2120,2507,389,190,0,0.6,3,48,2,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.23,0
ashley#11642,2915,123504,21352,4,0.09,215,21821,138,0,48,42,251,0,146,7,11,0,5,0,99882,29,13,7,10,16,3,70,577,0,0,0,1,22,0,7200,726,19,0.31,0.41
fulstop#1858,2889,8354,2585,0,0.09,22,787,4,0,3,3,12,0,6,1,1,0,0,0,5698,1,0,1,0,1,0,2,60,0,0,0,0,3,0,480,0,0,0.39,0
LaGxCHieFx#1620,2304,86375,16548,4,0.09,127,18051,44,0,48,29,198,0,122,2,6,0,3,0,68628,21,6,10,5,8,4,60,595,0,0,0,0,20,1,3600,1303,4,0.36,0.59
UnStrafeAble#2786,3360,192817,43963,4,0.11,350,33631,137,0,95,68,427,0,252,8,14,1,5,0,145838,44,14,18,12,31,8,136,1037,0,0,0,0,48,0,7200,2123,3,0.3,0.38
EndKore#21530,1460,768,0,0,0,0,670,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.13,0
Moobull#21776,4375,428303,87479,7,0.11,800,66716,293,0,208,143,941,0,476,7,32,1,24,0,336191,91,37,20,34,35,21,292,2712,0,0,0,0,51,0,21600,3381,2,0.3,0.76
LeBlues10#1998,2839,5386,1060,0,0.16,12,479,3,0,5,2,14,0,11,0,0,0,0,0,4156,1,0,1,0,0,0,0,3,0,0,0,0,3,0,240,12,0,0.27,1.0
wint3r#11895,2856,34171,7161,1,0.06,55,6819,23,0,13,11,82,0,45,0,2,0,1,0,26211,5,1,1,2,3,1,28,194,0,0,0,0,8,0,1620,165,2,0.4,0.76
Toomuchwater#11915,3615,79617,19166,1,0.09,112,14492,50,0,34,32,140,0,67,3,5,0,2,0,60201,14,7,3,4,4,5,39,408,0,0,0,0,7,0,3600,463,0,0.28,0.44
Terra#12248,2073,1236,290,0,0.04,1,444,3,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,10,0,0,0,0,0,0,120,0,0,0.18,0.37
Turiko#21370,1847,10936,2052,0,0.15,36,3276,9,0,4,4,27,0,17,1,2,0,1,0,8549,6,3,1,2,0,0,11,84,0,0,0,0,3,0,840,9,5,0.28,0.64
Zoom#11279,2151,2181,785,0,0.09,2,447,3,0,0,1,2,0,0,0,0,0,0,0,1396,0,0,0,0,0,0,0,11,0,0,0,0,0,0,120,0,0,0.36,0
Berserkey#11815,4167,1624072,338137,34,0.09,2442,272992,1206,0,801,661,3556,0,1891,45,107,2,60,0,1264615,316,95,111,110,150,57,1106,8307,0,0,0,1,247,5,82800,15959,40,0.32,0.56
retrofuture#11948,2639,44642,11178,1,0.06,48,8182,29,0,17,16,84,0,47,2,4,0,2,0,32217,10,3,4,3,4,1,34,283,0,0,0,0,6,0,2640,126,6,0.26,0.42
Gabdario#1208,2302,10073,2380,0,0.05,9,2332,12,0,2,2,25,0,8,0,1,0,1,0,7352,3,1,1,1,1,0,16,90,0,0,0,0,0,0,720,65,2,0.31,0.67
sterling#21700,3738,523797,94334,27,0.1,855,91421,290,0,301,209,1162,1,636,13,37,0,24,0,416927,116,32,56,29,58,16,359,2798,0,1,0,4,135,1,25200,6871,22,0.32,0.64
Zere#2204,1478,56,0,0,0,0,126,1,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,0,0,0.08,0
Spectre#1965,2909,10746,2767,0,0.07,14,3002,19,0,6,4,16,0,7,1,1,0,0,0,7591,3,2,1,1,0,0,5,103,0,0,0,0,2,0,840,0,2,0.4,0.11
Kirin#21424,3195,507235,96721,15,0.08,790,65101,401,0,253,180,1062,0,629,16,37,1,20,0,396292,112,27,48,37,53,15,333,2852,0,0,0,1,118,1,25200,4638,31,0.34,0.55
Okhm777#2456,3161,2582,870,0,0.08,4,486,3,0,0,1,1,0,0,0,0,0,0,0,1612,1,0,1,0,0,0,0,21,0,1,0,0,0,0,120,0,0,0.27,0.92
Unknown#23854,3855,25503,1971,1,0.12,52,6384,16,0,24,12,58,0,39,0,2,0,1,0,23291,5,1,3,1,3,3,17,61,0,0,0,0,11,0,960,411,0,0.42,0.84
InFamous#22931,2925,5857,824,0,0.09,7,1685,8,0,2,2,13,0,6,1,1,0,0,0,5031,3,1,1,1,0,1,5,46,0,1,0,0,1,0,480,55,0,0.15,0
mrsteak#11990,2388,932,0,0,0.1,2,750,7,0,0,0,1,0,1,1,1,0,0,0,862,2,1,0,1,1,0,0,1,0,1,0,0,1,0,180,0,0,0.17,0
ByChicoboy#1326,2500,79348,20593,1,0.07,102,16247,93,0,28,29,175,0,96,6,11,1,4,0,57526,28,13,7,8,4,1,65,550,0,0,0,0,23,0,3600,57,10,0.2,0.4
DrNajs#2354,3075,758,0,0,0.11,2,92,1,0,0,0,1,0,0,0,0,0,0,0,758,0,0,0,0,0,0,1,3,0,0,0,0,0,0,42,0,0,0.37,0
NIYAAAAAA#1139,1290,31976,4891,2,0.07,44,8952,30,0,15,12,98,0,57,2,4,0,2,0,25746,10,3,6,1,2,2,35,270,0,0,0,0,9,0,2460,216,0,0.29,0.49
Firzlicious#1400,2736,352612,100004,12,0.1,493,75069,226,0,156,130,667,1,349,11,23,0,12,0,249814,63,14,22,26,31,14,227,1861,0,1,0,0,46,0,14400,2108,8,0.29,0.52
Chase#1788,3379,107193,21210,3,0.1,189,24409,90,0,50,42,234,0,124,2,10,0,7,0,83393,26,9,7,10,8,7,88,613,0,0,0,0,16,0,3600,632,7,0.25,0.74
Insight#11662,2579,163904,39557,5,0.09,216,33082,132,0,68,71,320,0,147,7,14,0,7,0,122445,31,15,9,7,2,8,113,795,0,0,0,0,31,0,7200,916,3,0.3,0.52
MIGHTYMATIN#2608,3154,389426,104361,5,0.09,555,81067,301,0,174,128,758,0,349,20,32,1,11,0,277346,81,27,30,23,22,15,331,3134,0,0,0,0,63,1,21600,2238,4,0.26,0.34
Honest#11800,3000,7263,0,0,0.1,15,402,5,0,2,3,12,0,7,1,1,0,0,0,0,1,0,1,0,0,0,6,32,0,0,0,0,3,0,300,0,0,0.4,0
Destyle#21807,1851,4316,140,0,0.11,12,838,6,0,1,3,8,0,3,0,0,0,0,0,3919,0,0,0,0,0,0,3,47,0,0,0,0,0,0,360,0,0,0.28,0
RedShot#4455,2215,115204,32395,3,0.09,153,27295,81,0,52,34,202,0,94,2,7,0,4,0,80372,21,11,4,6,0,7,92,1245,0,1,0,0,12,0,3600,704,5,0.26,0.62
Jezus8000#2334,1624,8902,2061,0,0.13,21,2264,10,0,3,3,18,0,10,1,2,0,1,0,6841,4,2,2,1,0,0,7,53,0,0,0,0,3,0,660,0,0,0.26,0.37
Jasushi#1628,2811,35144,3825,0,0.08,62,6010,36,0,17,14,83,0,38,1,3,0,1,0,30967,8,2,2,4,1,0,40,263,0,1,0,0,10,0,2220,527,0,0.39,0.44
Triplerxs#2345,3000,51769,12437,0,0.07,70,7431,45,0,27,20,104,0,49,1,4,0,3,0,37790,9,5,1,3,2,1,45,237,0,0,0,0,17,0,3000,188,8,0.29,0.81
DearDaddy#11155,3533,6218,1005,0,0.11,15,493,6,0,2,3,9,0,7,0,1,0,1,0,5145,2,1,0,1,0,0,2,22,0,0,0,0,1,0,360,0,0,0.35,1.0
Kiricoal#2210,3939,49618,10535,0,0.11,96,7281,65,0,13,19,99,0,62,2,4,0,1,0,37537,11,3,3,4,10,1,34,251,0,1,0,0,15,1,3060,340,1,0.33,0.32
RisingImcho#21876,2508,3709,1018,0,0.02,2,567,3,0,1,1,8,0,3,0,0,0,0,0,2391,0,0,0,0,0,0,1,53,0,1,0,0,0,0,240,0,1,0.25,0
SpyderMonkee#11632,2016,4892,1867,0,0.09,7,858,5,0,0,1,2,0,1,0,0,0,0,0,2974,1,1,0,0,0,0,2,21,0,0,0,0,0,0,240,0,0,0.25,0.59
Johansen#21995,2610,2142,0,0,0.08,5,1171,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,240,0,0,0.24,0
Carbons#1159,2573,4126,900,0,0.08,8,651,5,0,0,1,7,0,5,0,0,0,0,0,3201,2,1,1,0,0,0,2,14,0,0,0,0,1,0,240,0,0,0.35,0.6
EvilDivaWezl#1449,3487,43758,5398,0,0.13,82,8516,44,0,21,18,105,0,56,2,4,0,1,0,37800,8,3,3,3,8,1,43,399,0,0,0,0,11,0,2640,243,1,0.29,0.32
SushiSlicer#11125,2636,770575,148538,24,0.08,1057,153708,521,0,398,301,1965,1,979,29,76,2,44,0,608211,217,74,57,86,91,29,852,6632,0,1,0,0,230,1,46800,6475,26,0.29,0.6
Beppy#11711,2645,6459,3756,0,0.09,6,893,3,0,1,1,10,0,6,0,0,0,0,0,2052,1,0,0,1,0,0,3,17,0,0,0,0,0,0,240,0,1,0.18,0
SilentStorm#17494,2108,760,336,0,0.1,2,179,2,0,0,0,1,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,2,0,0,0,0,0,0,47,0,0,0.26,0
Nifelvind#2772,50,15063,0,1,0.06,24,3335,18,0,7,10,43,0,24,1,2,0,1,0,0,5,1,3,0,0,0,21,116,0,0,0,0,5,0,1320,176,4,0.25,0.42
EFFECT#31954,1083,49940,10193,0,0.07,56,14417,61,0,16,15,103,0,56,2,5,0,3,0,36847,13,7,2,4,10,0,36,470,0,0,0,0,12,0,3600,27,16,0.22,0.55
Ettan#2131,2836,14029,0,0,0.04,17,1366,8,0,6,5,23,0,8,1,1,0,0,0,0,1,0,0,0,0,1,13,131,0,0,0,0,3,0,600,26,0,0.41,0
Kiredit#1405,2947,146717,42552,8,0.11,245,22980,91,0,68,52,236,0,129,3,9,0,6,0,102446,26,8,9,9,5,6,105,746,0,1,0,0,26,0,3600,1334,6,0.29,0.62
WaffleMyCake#1900,2580,12349,2974,0,0.08,19,2666,11,0,9,4,23,0,10,0,1,0,1,0,9303,1,1,0,0,0,2,11,112,0,1,0,0,2,0,840,55,0,0.23,0.66
Kokopops#21698,3707,88875,22174,0,0.07,116,17455,89,0,26,37,161,0,76,6,8,0,2,0,66413,22,8,3,11,6,0,55,548,0,0,0,0,16,0,3600,217,0,0.29,0.19
LrdHarlequin#1794,2410,23936,0,0,0.08,42,5157,30,0,6,8,40,0,21,2,3,0,1,0,0,9,4,1,4,4,0,12,131,0,0,0,0,8,0,1620,69,3,0.3,0.23
GameCrack#21515,2445,4126,970,0,0.15,8,920,5,0,0,2,0,0,0,0,1,0,0,0,2531,2,1,0,1,0,0,0,5,0,0,0,0,0,0,300,0,1,0.22,0.46
Zirym#1106,2271,4906,1458,0,0.15,11,1805,9,0,0,2,8,0,4,0,1,0,0,0,3401,1,1,0,0,0,0,5,36,0,0,0,0,0,0,480,0,0,0.21,0.31
Xenoxide#11560,2078,36795,4590,3,0.05,38,9662,27,0,17,18,59,0,33,2,3,0,1,0,31614,7,1,5,1,0,0,16,191,0,0,0,0,12,0,1680,469,0,0.42,0.21
SlapShot#21575,1732,35795,4470,2,0.09,58,11985,56,0,14,13,76,0,35,4,4,0,0,0,30334,13,3,6,3,2,1,34,387,0,0,0,0,8,0,2880,137,2,0.33,0.06
Cellest#21182,3261,3653,613,0,0.11,6,766,4,0,1,2,4,0,1,0,0,0,0,0,3040,0,0,0,0,0,0,1,29,0,0,0,0,1,0,180,0,0,0.22,0
Hayat#21124,3036,101161,16756,3,0.1,172,17741,71,0,59,41,235,0,129,2,7,0,4,0,84010,19,6,10,3,6,5,82,637,0,0,0,0,19,0,3600,992,0,0.29,0.6
SilverBullet#11749,2906,141167,23630,6,0.11,250,27774,105,0,82,55,325,0,199,5,12,0,7,0,114793,35,12,16,7,14,9,98,707,0,0,0,0,41,0,7200,1507,3,0.3,0.58
NordicViking#21279,2136,13126,1323,1,0.08,21,4099,22,0,8,6,32,0,15,1,2,0,1,0,11755,7,2,3,3,0,0,17,209,0,0,0,0,1,0,1200,123,0,0.29,0.44
Steelo#11982,2782,353316,84656,15,0.11,642,77993,198,0,160,122,645,0,361,13,22,1,8,0,264653,70,14,42,14,22,11,227,1644,0,0,0,0,87,3,14400,3505,19,0.32,0.39
Cobra72#1484,2649,166310,39695,4,0.09,289,20169,105,0,68,59,357,0,190,6,15,0,9,0,125478,38,13,12,12,9,1,128,874,0,0,0,0,50,0,7200,1500,1,0.27,0.57
DVDs#11424,2489,4959,0,0,0.11,12,2228,10,0,1,3,9,0,3,1,1,0,0,0,4695,1,1,0,0,0,0,7,23,0,0,0,0,2,0,540,0,0,0.23,0
Trippy#21656,3464,27139,4423,0,0.13,66,5204,29,0,8,7,70,0,38,1,2,0,1,0,22356,6,0,3,3,3,1,26,178,0,0,0,0,7,0,1860,258,0,0.27,0.58
Sully#12989,2632,250666,68434,6,0.09,325,35129,173,0,127,84,441,0,255,10,15,0,5,0,177129,45,7,26,11,9,6,156,959,0,1,0,0,46,0,7200,1753,10,0.38,0.33
vengeance#11646,2264,10198,0,0,0.07,18,1547,18,0,4,4,12,0,9,1,1,0,0,0,0,4,2,1,1,0,0,2,107,0,0,0,0,1,1,840,0,3,0.3,0.11
Mach#11726,2998,5250,1116,0,0.04,5,1120,7,0,1,2,9,0,9,0,0,0,0,0,4134,1,1,0,0,1,0,3,38,0,1,0,0,2,0,300,0,0,0.41,0
JKapplesauce#11673,2932,49837,18570,1,0.05,56,6840,33,0,27,13,74,0,43,2,4,0,2,0,30325,13,3,6,4,0,1,27,161,0,0,0,0,5,0,2280,270,3,0.37,0.46
SpitROUNDS#1850,2017,53419,0,1,0.05,71,13330,45,0,12,20,64,0,27,4,4,0,0,0,0,4,1,2,1,0,0,24,367,0,0,0,0,2,0,3360,0,2,0.3,0
FishTastic#21767,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Skillmu#2379,2487,150136,37428,1,0.1,276,23202,116,0,48,57,290,0,137,8,12,0,4,0,110769,38,15,15,8,11,2,141,1206,0,0,0,0,13,0,7200,1019,8,0.31,0.33
ShadyTactics#11367,2967,3595,781,0,0.08,8,1301,4,0,0,2,8,0,3,0,1,0,0,0,2813,2,1,1,0,0,0,3,16,0,0,0,0,0,0,240,0,0,0.33,0.56
EFFECT#31727,1978,76963,15465,1,0.11,134,16401,84,0,37,31,184,0,111,6,8,0,2,0,60347,16,5,5,7,11,3,64,478,0,0,0,0,32,0,3600,672,0,0.29,0.27
Dzik#2240,2074,1856,0,0,0.02,1,496,8,0,1,1,3,0,1,0,0,0,0,0,1856,0,0,0,0,0,0,1,17,0,0,0,0,1,0,180,0,0,0.38,0
