battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,dragonstrike_kills,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scatter_arrow_kills,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Dreezy#21991,2831,674,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.14,0.63
JosiahGG#11465,3131,21894,10389,0,0.04,5,14,0,5,23,0,16,1,1,0,0,0,11367,4,1,1,2,1,1,3,24,0,1,6,9,0,3,0,840,181,0,0.27,0.09
Vero#12631,3576,5250,560,0,0.06,3,7,0,0,8,0,3,1,1,0,0,0,4689,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,240,0,0,0.32,0
Ralphk2000#2371,1611,164760,48937,2,0.06,70,139,0,40,270,0,171,7,14,1,7,0,113834,28,12,10,6,2,3,100,427,0,0,109,82,0,53,0,7200,1002,2,0.21,0.5
Konjakke#2590,2466,94875,17354,2,0.1,79,92,0,11,190,0,146,2,7,0,5,0,76353,13,3,8,2,2,2,62,170,0,1,36,32,0,39,0,3600,806,1,0.28,0.67
Scotter02#2964,2799,3934,1353,0,0.08,2,3,0,0,6,0,4,0,0,0,0,0,2580,1,0,0,0,0,0,4,31,0,0,1,3,0,2,0,120,33,0,0.26,0
albertarms#2321,1848,38713,10674,1,0.07,19,29,0,8,52,0,32,1,3,0,2,0,27610,9,3,2,4,1,0,20,149,0,0,14,15,0,8,0,2220,127,0,0.18,0.63
Laxy#2702,1899,138632,27898,4,0.07,94,104,0,30,269,0,202,6,10,1,4,0,108964,23,7,10,6,5,2,63,238,0,0,47,81,0,77,0,7200,1058,1,0.25,0.39
Reaper#27408,2791,223660,79566,2,0.08,114,155,0,47,284,0,173,14,16,1,2,0,142618,35,10,16,9,1,2,113,603,0,1,18,88,0,60,0,10800,385,0,0.16,0.1
PaysanT#2494,2151,2955,1642,0,0,0,5,0,0,2,0,1,0,0,0,0,0,1313,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,180,0,0,0.28,0.35
Sandaboy#2255,2383,9119,2105,0,0.03,2,3,0,5,23,0,9,1,1,0,0,0,7013,2,0,1,1,0,1,9,2,0,0,6,7,0,4,0,360,160,0,0.24,0
TrebuL#1243,2762,427,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,427,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,40,0,0,0.22,0
Kriminal#1880,1604,2314,825,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,120,0,0,0.32,0
VosotrosSois#1763,2509,3562,794,0,0.03,1,1,0,1,5,0,2,0,0,0,0,0,2668,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,180,0,0,0.25,0
Crook#2763,2623,5400,0,0,0.08,4,6,0,0,9,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6,18,0,0,0,4,0,1,0,240,0,0,0.3,0.11
Lovkas#21171,2820,3186,0,0,0.02,1,3,0,0,8,0,7,1,1,0,0,0,3186,0,0,0,0,0,0,2,2,0,0,0,5,0,2,0,120,0,0,0.37,0
Gaia#22685,2725,42781,12606,0,0.08,22,46,0,9,60,0,43,3,4,0,1,0,29238,6,1,1,4,0,0,17,93,0,0,6,13,0,11,0,2760,156,2,0.2,0.22
CHAIYO#11158,3276,4437,594,0,0.07,3,15,0,1,10,0,7,1,1,0,0,0,3843,1,1,0,0,0,0,1,56,0,0,3,4,0,2,0,600,0,0,0.18,0
Jamingplayz#1403,2212,77225,18427,2,0.05,35,67,0,18,128,0,83,3,5,0,2,0,57579,14,4,6,4,1,3,53,341,0,0,13,40,0,10,0,3600,622,1,0.29,0.36
Hanzo#13287,2093,6820,3224,0,0.01,1,8,0,0,6,0,5,1,1,0,0,0,3582,1,1,0,0,0,0,0,12,0,0,2,3,0,0,0,360,0,2,0.35,0.18
Draconashan#1350,2694,19500,5063,1,0.08,12,10,0,6,41,0,31,0,1,0,1,0,14242,3,1,1,0,0,0,12,5,0,1,7,11,0,10,0,780,157,0,0.24,0.72
Sanguinius#11167,2785,14751,4186,0,0.12,12,13,0,5,27,0,20,0,1,0,1,0,10065,1,0,0,1,0,0,9,44,0,0,13,10,0,5,0,840,40,2,0.2,1.0
Desunite#2117,2634,156065,36463,2,0.06,71,141,0,26,222,0,136,4,12,0,7,0,118503,19,8,5,7,0,0,69,240,0,0,77,70,0,31,0,7200,489,0,0.2,0.66
WarbossJon#1606,2958,1613,0,0,0.05,1,0,0,0,4,0,3,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,120,0,0,0.31,0
Diclonius#11354,2883,658,250,0,0,0,1,0,0,1,0,1,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34,0,0,0.4,0
Vega#31526,2039,2268,476,0,0.04,1,7,0,0,2,0,2,1,1,0,0,0,1791,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,240,0,0,0.28,0
odin#14169,2320,8402,2040,0,0.05,3,7,0,6,17,0,13,0,1,0,0,0,5734,2,1,1,0,0,1,7,28,0,0,3,3,0,2,0,420,86,2,0.24,0.4
SneakiBurito#1947,3630,55167,13848,0,0.08,32,50,0,9,86,0,57,2,4,0,2,0,40817,10,3,1,5,1,1,22,91,0,0,28,30,0,12,0,2940,123,1,0.25,0.5
Nuna#11482,3700,6158,1562,0,0.07,5,5,0,0,8,0,4,1,1,0,0,0,4596,1,1,0,0,0,0,1,4,0,0,0,2,0,2,0,300,0,0,0.33,0
Vazza#11177,2889,13972,4923,0,0.09,8,11,0,2,20,0,15,0,1,0,0,0,9044,2,0,1,1,1,1,6,21,0,1,8,5,0,4,0,600,3,0,0.23,0.56
Djinn#21116,2952,400802,119647,4,0.08,213,340,0,94,636,0,380,14,29,0,15,0,276784,59,25,15,19,0,7,191,1173,0,0,179,191,0,94,0,18000,1540,13,0.28,0.51
TheDoctor#11785,2309,70681,17736,1,0.07,32,51,0,15,95,0,63,4,7,0,3,0,50690,16,8,3,4,0,1,29,95,0,0,13,23,0,23,1,3600,152,10,0.25,0.37
Fury#1981,1950,1067,1067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0.17
Kharub#2661,2270,8353,1318,0,0.04,3,4,0,3,12,0,9,0,1,0,1,0,6765,1,1,0,0,0,0,6,3,0,1,2,6,0,4,0,480,21,0,0.26,1.0
Code#11102,3000,28133,0,1,0.06,17,17,0,8,62,0,48,1,1,0,0,0,0,5,1,3,1,3,1,25,47,0,0,0,18,0,17,0,1260,672,0,0.29,0
RAMBIT#6442,2223,375,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.45,0
LitFamInnit#2299,2445,2784,1084,0,0.08,2,1,0,0,1,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60,0,3,0.34,1.0
Xylone#11563,1043,6585,1661,0,0.07,3,5,0,1,14,0,9,1,1,0,0,0,4799,0,0,0,0,0,0,3,6,0,0,3,2,0,1,0,420,0,0,0.22,0
Crypthes#1353,1502,4103,0,0,0.04,2,7,0,1,10,0,9,0,1,0,0,0,3855,1,1,0,1,0,0,1,0,0,0,2,4,0,5,0,360,18,0,0.29,0.38
Pirronz#2282,2929,16770,3860,0,0.06,9,12,0,1,25,0,15,0,1,0,1,0,12430,3,2,0,0,0,0,11,52,0,0,10,12,0,7,0,1020,49,0,0.22,0.63
Sweebl#2733,4053,21633,6640,0,0.05,7,12,0,5,26,0,18,1,1,0,0,0,14718,3,1,1,1,0,0,8,51,0,0,9,9,0,7,0,900,83,0,0.24,0
theuser64#1195,1544,4351,1712,0,0,0,3,0,1,4,0,3,0,0,0,0,0,2639,0,0,0,0,0,0,4,15,0,0,0,2,0,3,0,180,19,0,0.22,0
Dru#11532,3083,2398,422,0,0.08,2,4,0,0,3,0,3,0,0,0,0,0,1976,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,120,0,0,0.33,0
EFFECT#31704,1538,15832,3893,0,0.08,11,18,0,2,31,0,21,2,3,0,1,0,11818,8,2,2,3,0,0,15,96,0,0,9,12,0,7,0,1380,121,0,0.17,0.4
Pure#2320,2560,14636,4464,0,0.04,5,16,0,7,22,0,13,0,1,0,1,0,9688,2,1,0,0,0,1,5,8,0,0,1,2,0,3,0,660,31,0,0.24,0.61
Plebius#2716,3208,23073,7516,0,0.07,11,19,0,3,23,0,15,1,2,0,0,0,15054,3,0,2,1,0,1,14,97,0,0,5,7,0,2,1,1020,99,1,0.25,0.09
Diileri#21395,2846,21766,11739,0,0.03,8,6,0,4,24,0,18,1,1,0,0,0,9855,3,2,1,0,0,0,16,38,0,0,4,7,0,5,0,780,166,1,0.34,0.29
inmate#2682,2055,21482,3232,0,0.1,16,17,0,13,36,0,28,1,2,0,2,0,18246,5,0,1,4,0,0,15,14,0,1,13,10,0,13,0,1200,203,0,0.2,0.62
Zurge#11572,1831,912,0,0,0.12,1,2,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,59,0,0,0.4,0
Dominic#2884,2998,151810,35534,4,0.09,93,131,0,27,246,0,157,8,13,0,5,0,112529,39,15,15,9,2,1,95,936,0,0,85,92,0,36,0,7200,1004,17,0.19,0.4
Rhyyyss#2669,2546,26302,14182,1,0.13,12,3,0,7,36,0,20,1,2,0,1,0,11246,5,1,2,2,0,0,18,17,0,1,9,5,0,4,0,840,145,1,0.14,0.62
Pune#1609,3294,20616,2323,0,0.1,17,9,0,5,47,0,32,1,2,0,1,0,18238,4,1,3,1,0,0,6,34,0,0,7,11,0,5,0,900,330,2,0.29,0.52
GetDusted#11996,3747,5262,1530,0,0.14,5,5,0,1,8,0,4,0,0,0,0,0,3670,1,0,1,0,0,0,4,11,0,0,0,2,0,1,0,240,4,0,0.29,1.0
Viperlion#2394,2827,461,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.42,0
Nickle#11351,3361,6527,1147,0,0.02,1,6,0,1,8,0,6,0,0,0,0,0,5379,2,1,0,1,0,0,2,9,0,0,2,2,0,1,0,420,0,0,0.15,0
Xorlick#2104,2355,6742,0,0,0,0,3,0,2,3,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,6,0,0,0,2,0,0,0,240,0,0,0.29,0
DatBoiJohnny#1184,1956,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.04,0
TheYoungBuck#1286,3206,135163,39166,1,0.07,63,63,0,23,197,0,114,3,10,1,6,0,94712,16,5,6,5,4,1,75,422,0,0,58,62,0,19,0,3600,569,2,0.22,0.66
Zyius#11478,3335,16316,1253,1,0.08,14,15,0,6,47,0,31,0,2,0,1,0,14938,4,1,2,1,0,0,16,83,0,0,9,16,0,4,0,1200,134,0,0.24,0.69
SilverSurfer#2398,1826,4399,810,0,0.11,4,5,0,1,8,0,7,0,0,0,0,0,3588,1,0,0,0,0,0,1,6,0,0,3,4,0,2,0,300,0,0,0.19,0
GeneralEddy#21368,3290,2061,630,0,0.18,2,3,0,0,3,0,2,0,0,0,0,0,1430,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,120,0,0,0.14,0
Shadii#11277,1907,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.5,0
Raime#21144,2580,2425,579,0,0.13,2,3,0,1,3,0,1,0,0,0,0,0,1846,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120,0,0,0.29,0
Johada#2214,3051,56132,15087,1,0.08,33,33,0,17,104,0,71,2,3,0,1,0,40923,9,3,2,4,0,0,40,367,0,0,28,39,0,26,0,2640,873,0,0.24,0.36
Jackk#21122,3512,6093,1008,0,0.02,1,7,0,1,10,0,9,0,0,0,0,0,5085,1,0,1,0,1,0,4,0,0,0,2,3,0,2,0,420,0,0,0.24,0
Polar#11366,2323,34353,7050,1,0.05,15,30,0,16,74,0,43,2,3,0,0,0,26902,8,3,2,3,1,1,21,83,0,0,14,21,0,11,0,1800,341,0,0.24,0.12
CloudPlaysYT#2127,2431,58575,19693,1,0.05,19,42,0,14,86,0,52,3,5,0,2,0,38537,9,2,6,1,0,2,36,346,0,0,31,33,0,9,0,2940,272,0,0.19,0.38
Snupa#2361,2750,5164,506,1,0.07,3,2,0,1,13,0,8,0,1,0,1,0,4658,2,0,1,1,0,0,3,5,0,0,3,4,0,1,0,240,4,0,0.24,1.0
Tagneeded21#1294,1184,245,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.08,0
Imaginathan#2204,2957,30775,6980,0,0.05,12,23,0,2,42,0,24,1,2,0,1,0,23105,6,2,1,3,0,0,12,187,0,0,13,15,0,4,0,1740,276,1,0.2,0.56
Impulse#12322,2741,5438,2689,0,0.03,1,8,0,2,8,0,5,1,1,0,0,0,2749,1,0,1,0,0,0,0,12,0,0,3,3,0,1,0,420,0,0,0.15,0
acrios95#1938,1588,114930,23537,1,0.06,52,92,0,33,212,0,133,5,12,2,5,0,88739,22,11,3,8,4,1,84,396,0,0,79,79,0,40,0,7200,401,12,0.19,0.51
Raven#29161,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
Locke#1808,2248,545579,134398,20,0.05,237,338,0,139,981,0,674,19,35,0,16,0,401238,92,17,63,12,1,10,356,1219,0,1,299,340,0,190,0,25200,5338,35,0.28,0.45
realmoneyfac#1131,2073,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0.08,1.0
Lucas#24631,2361,190,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,190,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0.33,1.0
Angelfall#11227,1226,29832,6772,0,0.09,22,30,0,5,57,0,42,4,4,0,0,0,22561,5,3,0,2,0,1,13,77,0,0,14,18,0,18,0,2100,235,4,0.25,0
zach#1807,1808,25486,6545,0,0.06,13,13,0,7,54,0,41,2,2,0,0,0,18572,3,2,0,0,0,0,21,52,0,0,12,21,0,10,0,1260,290,2,0.23,0
VoVoXperTz#2764,4101,3119,1453,0,0,0,3,0,0,2,0,1,0,0,0,0,0,1666,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,120,0,0,0.25,0
Toxic#12192,3493,16251,2334,0,0.06,8,7,0,4,34,0,19,0,1,0,1,0,13414,3,1,1,2,0,0,10,47,0,0,14,11,0,8,0,660,178,2,0.3,1.0
JustVejdi#2362,1021,970,250,0,0.2,1,1,0,0,2,0,0,0,0,0,0,0,720,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,60,0,0,0.15,0
AceAbelsion#1116,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
GCDeadshot#2312,2010,79518,26281,1,0.04,22,56,0,14,103,0,58,3,6,0,3,0,52623,13,3,5,5,0,1,41,206,0,0,37,29,0,13,0,3600,363,0,0.2,0.5
LilUziVert#1982,3000,2058,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,1,0.5,0
LetsGoDeeper#2699,3316,6278,1018,0,0.06,3,7,0,0,7,0,4,0,1,0,0,0,5260,2,1,1,0,0,0,2,34,0,0,4,4,0,1,0,300,53,0,0.19,0.27
HaxxenTV#2810,4032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1.0
Arcaddia#2761,1745,607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,0.2,0
MiRo#31378,1944,500,250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0.13,0
umutcanemre#1346,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
bart03#21856,1834,3375,1344,0,0,0,4,0,0,5,0,3,0,1,0,1,0,1983,0,0,0,0,0,0,1,4,0,0,5,3,0,1,0,300,0,4,0.14,0.83
Sal#1907,2510,2413,0,0,0.07,1,3,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,120,0,0,0.26,0
phUze#2276,3273,69767,14358,3,0.07,41,53,0,14,134,0,80,2,6,0,3,0,54503,17,5,7,5,3,0,38,145,0,0,35,40,0,24,0,3540,756,2,0.2,0.58
Multiplex#11452,922,2468,663,0,0,0,8,0,0,3,0,2,1,1,0,0,0,1806,0,0,0,0,0,0,3,14,0,0,0,2,0,0,0,420,0,0,0.1,0.19
LordSeeker#2948,1707,8757,2161,0,0.07,4,4,0,2,10,0,8,0,0,0,0,0,6422,2,0,1,0,0,0,4,0,0,1,5,4,0,1,0,360,18,0,0.21,0
InsaneVamp#1214,2063,2414,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,2414,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0,0.26,0
Madfit#21679,3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
EFFECT#31167,2585,40827,11476,1,0.07,22,28,0,4,62,0,45,2,4,0,1,0,29098,11,4,5,2,1,0,27,296,0,0,16,16,0,13,0,2280,247,0,0.2,0.38
Hermes#2724,1301,14250,0,0,0.04,5,9,0,9,22,0,16,1,1,0,1,0,0,2,2,0,0,0,1,15,18,0,0,0,6,0,4,0,1020,161,0,0.18,0.44
xPhoenix115#1211,2099,46833,315,0,0.04,18,38,0,15,59,0,37,2,3,0,1,0,240,7,2,3,2,0,1,34,153,0,0,1,23,0,12,0,2460,91,0,0.28,0.45
Buhiz#2820,2392,4591,0,0,0.05,2,7,0,1,5,0,1,1,1,0,0,0,0,3,1,1,0,0,0,2,5,0,0,0,1,0,0,0,300,0,0,0.19,0.27
Dadashyam#1243,2023,120613,23624,2,0.09,88,98,0,31,241,0,167,4,10,0,5,0,94010,23,11,4,8,1,1,99,413,0,0,67,76,0,51,0,3600,1263,5,0.21,0.53
Metzo#21739,2693,261166,65974,4,0.08,147,182,0,58,469,0,306,7,17,1,9,0,193074,42,9,18,15,2,3,201,740,0,0,135,148,0,80,0,10800,2900,2,0.22,0.56
Vati#11368,2443,53309,15523,1,0.08,43,24,0,13,99,0,57,1,3,0,3,0,37431,9,3,2,4,0,1,31,121,0,0,26,25,0,13,0,2040,482,0,0.34,0.75
senshu#11869,3000,173120,48002,2,0.05,80,124,0,42,258,0,179,6,11,1,5,0,121825,28,6,14,8,3,3,84,535,0,1,42,72,0,40,0,7200,1466,3,0.34,0.46
Maneetti#2602,1910,1886,1429,0,0.2,1,1,0,0,1,0,1,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0.2,0
thisisqlimax#2442,3308,1366,619,0,0.11,1,2,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.25,0
Zkorax#2385,2718,16044,2678,0,0.07,11,14,0,2,30,0,22,1,2,0,1,0,13288,2,2,0,1,1,0,10,52,0,1,12,14,0,6,0,1140,18,1,0.21,0.59
frostbite#12924,3265,177536,38635,5,0.07,95,117,0,43,308,1,200,3,11,1,8,0,136862,30,8,13,9,3,4,139,732,0,0,108,95,0,45,0,7200,1974,8,0.24,0.73
Fezeusz#2436,3513,8623,3364,0,0.05,3,6,0,1,15,0,10,0,1,0,1,0,5259,3,0,1,1,0,0,1,10,0,0,9,6,0,2,0,420,69,0,0.25,1.0
DANTEH#31532,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ThisPing#2436,2562,40037,11088,1,0.05,19,35,0,14,93,0,53,0,3,0,3,0,28826,8,2,3,3,1,0,37,196,0,0,28,28,0,11,0,2100,487,1,0.22,0.93
Arcade#21394,2578,17151,0,0,0.09,13,20,0,9,36,0,22,0,2,0,1,0,0,2,2,1,0,0,1,8,37,0,0,0,7,0,6,0,1320,25,0,0.22,0.81
kings1cookie#1936,2030,155409,21128,5,0.07,92,168,0,71,350,0,233,9,17,0,8,0,131322,44,14,14,16,0,7,143,760,0,0,48,80,0,72,0,7200,1634,8,0.24,0.46
psychopizza#1186,2775,12860,4799,0,0.09,7,4,0,4,18,0,10,0,1,0,1,0,8061,2,0,1,1,0,0,7,74,0,0,3,5,0,2,0,480,28,0,0.25,1.0
Destroyer117#11134,2906,1392,490,0,0.12,1,2,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.28,0
TheBeast231#1479,3527,23651,2770,0,0.15,27,18,0,9,34,0,21,0,1,0,1,0,20688,3,1,1,1,0,1,11,47,0,0,2,6,0,4,0,900,172,0,0.3,0.57
Gabble#21877,2748,42878,8180,0,0.07,21,38,0,10,73,0,44,3,3,0,1,0,34218,7,2,3,3,0,0,23,120,0,0,30,14,0,12,0,2460,153,0,0.18,0.2
Pelykaan#2947,2602,662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.4,0
lucasfank#1233,2712,276969,71144,8,0.08,163,163,0,72,492,0,344,7,19,0,12,0,203082,50,10,25,15,6,7,166,662,0,0,168,158,0,108,0,10800,2805,2,0.25,0.64
Frenchy#12312,3974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
Lascaris#21695,2153,1215,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,1,0.21,0
Arkos#21166,1539,124872,35521,5,0.06,69,69,0,30,238,0,154,5,11,0,5,0,86229,18,3,9,6,0,3,70,53,0,0,71,61,0,63,0,3600,773,6,0.27,0.49
Hepha#21821,3820,5647,0,0,0.04,2,7,0,0,2,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0.3,0
Slantsalot#1315,2226,15718,3753,0,0.08,10,14,0,1,31,0,21,0,1,0,1,0,11963,3,0,2,1,0,0,7,113,0,0,6,8,0,5,0,1020,108,2,0.25,0.65
Imdabes#1544,2034,39371,11220,1,0.05,16,37,0,8,63,0,38,1,4,0,3,0,27118,9,4,3,2,0,0,22,188,0,0,19,16,0,8,0,2460,104,2,0.19,0.74
rryuta#2231,2149,7906,742,1,0.06,5,11,0,1,19,0,17,0,1,0,1,0,6914,3,0,1,1,0,0,9,66,0,0,5,5,0,3,0,600,57,1,0.21,0.65
SuchAClutch#1832,4389,8625,3456,0,0.07,4,8,0,0,7,0,4,0,0,0,0,0,5068,2,1,0,0,0,0,2,69,0,0,3,2,0,1,0,360,22,0,0.22,1.0
Zan#11165,3097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
owo#21355,2137,385,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,60,0,0,0.19,0
Brady#12375,1968,1615,625,0,0.33,2,1,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.22,0
arlek#1788,2476,1227,500,0,0.14,1,4,0,0,1,0,1,0,0,0,0,0,702,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,120,0,0,0.25,0
eBeing#1935,2023,31163,9979,0,0.09,17,34,0,6,49,0,30,2,3,0,1,0,20808,6,2,1,3,1,0,16,70,0,1,13,13,0,10,0,1920,219,0,0.17,0.23
Chrid85#1604,2592,2864,885,0,0.13,2,3,0,1,3,0,1,0,0,0,0,0,1880,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,120,0,0,0.19,0
idkfa#2157,2124,2445,283,0,0.05,1,7,0,0,5,0,3,1,1,0,0,0,2161,2,1,1,0,0,0,2,7,0,0,1,1,0,0,0,240,0,0,0.14,0
Tombstone#21993,2276,3407,1225,0,0.05,1,3,0,0,3,0,1,0,0,0,0,0,2181,1,0,0,0,0,0,1,29,0,0,3,1,0,1,0,240,0,0,0.17,0
Rowan#2122,2433,5918,0,0,0.04,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,360,0,4,0.28,0
Nakaka#11569,1820,3309,549,0,0.08,2,4,0,1,5,0,5,0,0,0,0,0,2759,1,0,0,0,0,0,1,4,0,0,6,3,0,3,0,240,19,0,0.21,0
Dico#21262,2564,35668,8328,0,0.11,31,37,0,10,80,0,63,2,3,0,1,0,26888,10,3,4,2,0,0,26,105,0,0,22,39,0,19,0,2160,321,1,0.25,0.19
Hun#11592,4103,6077,1485,0,0.07,3,12,0,0,6,0,4,2,2,0,0,0,4443,3,2,0,1,0,0,0,8,0,0,1,1,0,2,0,480,0,1,0.21,0.0
Ditto#11279,2618,138380,27244,3,0.07,75,100,0,44,294,0,205,5,11,0,6,0,110609,30,6,18,6,3,4,106,355,0,0,73,92,0,50,0,3600,1661,16,0.27,0.54
BlazeyPoo#11848,2937,68218,25843,0,0.06,36,65,0,10,97,0,55,4,6,0,2,0,40373,15,8,2,5,0,1,42,278,0,0,31,28,1,16,0,3600,195,7,0.27,0.34
Zylex#11462,3024,27174,15428,0,0.03,4,12,0,4,21,0,10,1,2,0,1,0,10611,7,2,1,3,1,0,6,45,0,0,7,7,0,2,0,1080,29,1,0.2,0.37
Redwolfx#1126,2228,74529,15415,0,0.05,33,79,0,15,138,0,87,3,8,0,5,0,58536,19,8,4,7,1,0,47,232,0,0,32,34,0,25,0,3600,116,0,0.18,0.68
blocksb3rg#2316,2557,4206,834,0,0.14,4,2,0,0,5,0,3,0,0,0,0,0,3278,0,0,0,0,0,0,2,9,0,0,2,2,0,0,0,240,0,0,0.15,0
Heine2011#1668,2769,64821,15569,0,0.05,26,59,0,7,93,0,69,4,6,1,1,0,49025,10,4,4,3,4,1,38,177,0,1,42,35,0,17,0,3600,397,0,0.27,0.19
ShiMadaMada#2153,3820,3159,965,0,0.03,1,3,0,1,2,0,2,0,0,0,0,0,2114,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,180,0,0,0.32,0
lostbyko#2625,2374,17660,8100,0,0.03,6,20,0,2,27,0,18,1,3,0,2,0,9559,5,2,2,2,0,0,7,75,0,0,5,6,0,4,0,1500,56,0,0.27,0.61
